state,vegetable,date,month,season,modal_price,min_price,max_price,msp,price_lag_1m,price_lag_4m,rolling_avg_3m,arrival_qty,temp_max,temp_min,rainfall_mm,humidity,rainfall_deviation,price_direction
Maharashtra,Tomato,2023-06-01,6,Monsoon,21.16,12.67,29.38,0.0,6.81,10.35,12.52,56450.0,32.52,23.18,80.5,90.07,-95.02,UP
Maharashtra,Tomato,2023-07-01,7,Monsoon,69.87,40.47,94.67,0.0,21.16,12.07,32.61333333333334,32888.0,26.85,22.5,304.1,92.77,-24.3,DOWN
Maharashtra,Tomato,2023-08-01,8,Monsoon,31.63,16.04,42.05,0.0,69.87,9.59,40.88666666666666,69110.98,27.98,21.84,40.3,92.81,-152.7,DOWN
Maharashtra,Tomato,2023-09-01,9,Monsoon,5.78,2.65,9.37,0.0,31.63,6.81,35.76,150891.87,28.54,21.81,257.7,95.03,15.5,UP
Maharashtra,Tomato,2023-10-01,10,Post-Monsoon,6.12,2.39,10.89,0.0,5.78,21.16,14.51,182172.14,30.48,20.4,18.9,86.19,-74.97,UP
Maharashtra,Tomato,2023-11-01,11,Post-Monsoon,19.09,6.59,28.03,0.0,6.12,69.87,10.33,61634.3,30.12,18.79,44.2,84.5,30.87,DOWN
Maharashtra,Tomato,2023-12-01,12,Winter,17.34,10.69,23.03,0.0,19.09,31.63,14.183333333333332,30365.0,28.94,16.52,1.9,87.97,-0.27,UP
Maharashtra,Tomato,2024-01-01,1,Winter,18.55,13.55,23.19,0.0,17.34,5.78,18.326666666666668,23645.0,29.24,15.46,5.1,83.97,2.27,STABLE
Maharashtra,Tomato,2024-02-01,2,Winter,19.46,14.48,24.07,0.0,18.55,6.12,18.45,24657.9,33.08,17.04,0.0,67.79,-0.02,DOWN
Maharashtra,Tomato,2024-03-01,3,Summer,12.4,8.8,15.55,0.0,19.46,19.09,16.80333333333333,29835.8,36.05,19.77,0.1,58.19,-3.02,DOWN
Maharashtra,Tomato,2024-04-01,4,Summer,10.02,6.41,12.83,0.0,12.4,17.34,13.96,30490.9,39.35,23.69,3.6,53.13,-3.08,UP
Maharashtra,Tomato,2024-05-01,5,Summer,11.11,6.68,14.93,0.0,10.02,18.55,11.176666666666664,57274.9,37.34,23.63,32.7,82.45,-34.58,UP
Maharashtra,Tomato,2024-06-01,6,Monsoon,26.14,17.1,35.97,0.0,11.11,19.46,15.756666666666666,30480.3,30.35,23.31,203.0,92.1,27.47,UP
Maharashtra,Tomato,2024-07-01,7,Monsoon,37.82,25.11,50.23,0.0,26.14,12.4,25.02333333333333,29335.0,26.37,22.66,499.8,92.68,171.4,DOWN
Maharashtra,Tomato,2024-08-01,8,Monsoon,16.28,7.43,26.81,0.0,37.82,10.02,26.746666666666663,72590.8,27.49,22.06,292.8,94.65,99.8,UP
Maharashtra,Tomato,2024-09-01,9,Monsoon,25.54,5.94,32.14,0.0,16.28,11.11,26.546666666666663,144316.91,27.56,21.46,250.5,95.33,8.3,UP
Maharashtra,Tomato,2024-10-01,10,Post-Monsoon,34.11,8.03,45.44,0.0,25.54,26.14,25.31,130672.8,29.37,20.56,118.3,96.32,24.42,DOWN
Maharashtra,Tomato,2024-11-01,11,Post-Monsoon,19.38,5.49,24.81,0.0,34.11,37.82,26.34333333333333,97568.3,29.31,17.64,1.3,79.0,-12.02,DOWN
Maharashtra,Tomato,2024-12-01,12,Winter,13.67,6.75,18.31,0.0,19.38,16.28,22.386666666666667,68497.8,29.46,17.24,5.9,85.26,3.73,DOWN
Maharashtra,Tomato,2025-01-01,1,Winter,10.74,7.21,14.29,,13.67,25.54,14.596666666666664,38199.1,31.1,17.11,0.5,75.61,-2.33,DOWN
Maharashtra,Tomato,2025-02-01,2,Winter,9.09,6.29,11.64,,10.74,34.11,11.166666666666664,30626.5,34.04,19.3,0.0,59.18,-0.02,STABLE
Maharashtra,Tomato,2025-03-01,3,Summer,8.82,6.16,11.12,,9.09,19.38,9.549999999999995,35506.2,36.56,21.99,0.0,50.61,-3.12,UP
Maharashtra,Tomato,2025-04-01,4,Summer,9.44,6.51,12.29,,8.82,13.67,9.116666666666664,33545.5,38.65,23.39,8.2,68.3,1.53,UP
Maharashtra,Tomato,2025-05-01,5,Summer,12.91,7.83,17.81,,9.44,10.74,10.39,57889.5,32.15,22.87,225.5,90.23,158.22,UP
Maharashtra,Tomato,2025-06-01,6,Monsoon,16.46,10.71,21.5,,12.91,9.09,12.936666666666666,50026.6,28.45,22.48,231.3,93.23,55.78,UP
Maharashtra,Tomato,2025-07-01,7,Monsoon,22.18,13.14,29.42,,16.46,8.82,17.183333333333334,47642.6,26.51,22.25,204.3,93.03,-124.1,UP
Maharashtra,Tomato,2025-08-01,8,Monsoon,27.75,10.47,36.44,,22.18,9.44,22.129999999999995,91083.1,26.9,21.76,209.0,94.32,16.0,DOWN
Maharashtra,Tomato,2025-09-01,9,Monsoon,12.66,3.79,18.6,,27.75,12.91,20.86333333333333,168915.3,27.0,21.12,269.0,95.67,26.8,DOWN
Maharashtra,Tomato,2025-10-01,10,Post-Monsoon,10.87,3.59,16.2,,12.66,16.46,17.09333333333333,131650.8,29.75,21.22,86.3,92.23,-7.58,UP
Maharashtra,Tomato,2025-11-01,11,Post-Monsoon,21.87,8.01,30.14,,10.87,22.18,15.133333333333333,63828.0,29.42,17.47,7.8,82.37,-5.52,UP
Manipur,Onion,2022-01-01,1,Winter,46.55,42.95,50.15,0.0,,,46.55,238.8,19.97,7.77,23.9,95.39,16.78,STABLE
Manipur,Onion,2022-02-01,2,Winter,45.85,42.23,49.47,0.0,46.55,,46.2,239.7,20.86,6.93,38.5,93.86,13.42,DOWN
Manipur,Onion,2022-03-01,3,Summer,40.65,36.81,44.49,0.0,45.85,,44.35,249.0,28.95,13.62,41.6,86.26,14.53,DOWN
Manipur,Onion,2022-04-01,4,Summer,34.41,30.43,38.39,0.0,40.65,,40.303333333333335,226.4,29.77,17.7,24.9,96.5,-1.95,DOWN
Manipur,Onion,2022-09-01,9,Monsoon,32.32,29.65,35.0,0.0,34.41,46.55,35.79333333333333,227.6,29.6,21.04,104.2,97.93,-12.7,UP
Manipur,Onion,2022-10-01,10,Post-Monsoon,37.11,33.91,40.3,0.0,32.32,45.85,34.61333333333334,206.7,27.86,18.21,94.8,97.32,5.95,UP
Manipur,Onion,2022-11-01,11,Post-Monsoon,43.12,39.49,46.75,0.0,37.11,40.65,37.516666666666666,255.1,26.01,12.58,8.7,92.77,-23.48,STABLE
Manipur,Onion,2022-12-01,12,Winter,44.34,40.65,48.04,0.0,43.12,34.41,41.52333333333333,254.3,23.28,10.16,25.6,93.74,2.27,DOWN
Manipur,Onion,2023-01-01,1,Winter,37.11,33.38,40.84,0.0,44.34,32.32,41.52333333333333,219.3,22.74,7.03,0.0,92.52,-7.12,DOWN
Manipur,Onion,2023-02-01,2,Winter,33.76,30.2,37.31,0.0,37.11,37.11,38.403333333333336,230.0,25.93,10.67,1.4,89.39,-23.68,DOWN
Manipur,Onion,2023-03-01,3,Summer,24.2,20.87,27.63,0.0,33.76,43.12,31.69,220.6,27.95,13.19,20.7,86.9,-6.38,DOWN
Manipur,Onion,2023-04-01,4,Summer,21.97,18.62,25.33,0.0,24.2,44.34,26.64333333333333,222.7,31.5,16.72,25.2,84.63,-1.65,STABLE
Manipur,Onion,2023-05-01,5,Summer,21.61,18.23,25.0,0.0,21.97,37.11,22.593333333333334,24.8,31.35,19.1,68.8,90.29,-101.3,UP
Manipur,Onion,2023-07-01,7,Monsoon,40.67,37.48,43.86,0.0,21.61,33.76,28.08333333333333,76.6,29.95,22.4,182.6,97.55,-114.02,STABLE
Manipur,Onion,2023-08-01,8,Monsoon,40.24,37.05,43.44,0.0,40.67,24.2,34.17333333333334,181.7,28.96,22.17,214.6,98.16,29.17,UP
Manipur,Onion,2023-09-01,9,Monsoon,45.9,42.64,49.16,0.0,40.24,21.97,42.27,124.2,29.66,21.4,117.1,97.8,0.2,STABLE
Manipur,Onion,2023-10-01,10,Post-Monsoon,47.69,44.48,50.89,0.0,45.9,21.61,44.60999999999999,211.6,27.39,18.0,60.2,97.45,-28.65,UP
Manipur,Onion,2023-11-01,11,Post-Monsoon,71.31,68.55,74.06,0.0,47.69,40.67,54.96666666666666,176.9,25.04,12.77,49.6,94.13,17.43,DOWN
Manipur,Onion,2023-12-01,12,Winter,63.78,60.95,66.61,0.0,71.31,40.24,60.92666666666667,167.8,21.6,10.09,65.5,95.26,42.18,DOWN
Manipur,Onion,2024-02-01,2,Winter,42.15,39.21,44.7,0.0,63.78,45.9,59.080000000000005,206.1,22.62,8.86,49.5,93.72,24.42,STABLE
Manipur,Onion,2024-03-01,3,Summer,40.88,37.99,43.38,0.0,42.15,47.69,48.93666666666667,131.2,27.26,11.92,20.0,92.16,-7.07,DOWN
Manipur,Onion,2024-04-01,4,Summer,32.79,29.67,35.81,0.0,40.88,71.31,38.60666666666666,170.1,31.4,17.78,32.8,93.27,5.95,STABLE
Manipur,Onion,2024-05-01,5,Summer,34.27,31.12,37.52,0.0,32.79,63.78,35.98,161.8,31.24,19.94,189.6,95.1,19.5,UP
Manipur,Onion,2024-06-01,6,Monsoon,46.79,43.58,50.0,0.0,34.27,42.15,37.95,132.8,29.56,21.83,267.2,98.1,49.47,STABLE
Manipur,Onion,2024-07-01,7,Monsoon,46.74,43.48,50.0,0.0,46.79,40.88,42.6,168.67,29.28,22.87,440.9,97.39,144.27,UP
Manipur,Onion,2024-08-01,8,Monsoon,53.23,49.84,56.61,0.0,46.74,32.79,48.92,189.3,28.12,21.9,297.6,98.06,112.18,UP
Manipur,Onion,2024-09-01,9,Monsoon,66.78,63.56,70.0,0.0,53.23,34.27,55.583333333333336,138.08,28.99,21.74,134.9,97.7,18.0,STABLE
Manipur,Onion,2024-10-01,10,Post-Monsoon,69.65,66.56,72.71,0.0,66.78,46.79,63.22,178.2,26.68,18.9,131.1,98.06,42.25,UP
Manipur,Onion,2024-11-01,11,Post-Monsoon,76.25,72.87,79.63,0.0,69.65,46.74,70.89333333333333,73.64,24.99,13.78,37.5,95.33,5.33,DOWN
Manipur,Onion,2024-12-01,12,Winter,70.73,66.77,74.7,0.0,76.25,53.23,72.21,193.33,22.67,10.06,2.2,95.35,-21.12,DOWN
Manipur,Onion,2025-01-01,1,Winter,48.39,44.66,52.13,,70.73,66.78,65.12333333333333,222.79,22.92,8.92,4.5,92.94,-2.62,DOWN
Manipur,Onion,2025-02-01,2,Winter,41.92,38.57,45.26,,48.39,69.65,53.68000000000001,220.89,25.17,10.6,10.9,91.75,-14.18,STABLE
Manipur,Onion,2025-03-01,3,Summer,40.97,37.94,43.99,,41.92,76.25,43.76,215.95,27.94,13.97,26.0,90.9,-1.07,DOWN
Manipur,Onion,2025-04-01,4,Summer,31.57,28.57,34.59,,40.97,70.73,38.153333333333336,210.42,30.56,18.36,24.5,92.6,-2.35,DOWN
Manipur,Onion,2025-05-01,5,Summer,28.25,25.23,31.27,,31.57,48.39,33.596666666666664,206.69,29.89,20.1,235.7,98.42,65.6,UP
Manipur,Onion,2025-06-01,6,Monsoon,35.91,32.78,39.04,,28.25,41.92,31.91,100.28,29.72,21.66,257.4,97.77,39.67,STABLE
Manipur,Onion,2025-07-01,7,Monsoon,36.66,33.32,40.0,,35.91,40.97,33.60666666666666,236.03,29.09,22.19,347.8,99.03,51.18,STABLE
Manipur,Onion,2025-08-01,8,Monsoon,36.67,33.34,40.0,,36.66,31.57,36.41333333333333,222.24,28.45,21.7,151.2,99.19,-34.23,STABLE
Manipur,Onion,2025-09-01,9,Monsoon,36.64,33.29,40.0,,36.67,28.25,36.656666666666666,187.94,30.12,21.52,111.4,98.57,-5.5,STABLE
Manipur,Onion,2025-10-01,10,Post-Monsoon,36.63,33.26,40.0,,36.64,35.91,36.64666666666667,197.74,29.37,19.82,69.3,97.45,-19.55,STABLE
Manipur,Onion,2025-11-01,11,Post-Monsoon,36.64,33.28,40.0,,36.63,36.66,36.63666666666667,130.78,25.91,14.31,32.9,95.07,0.73,STABLE
Manipur,Potato,2022-01-01,1,Winter,20.01,17.65,22.37,0.0,,,20.01,251.2,19.97,7.77,23.9,95.39,16.78,STABLE
Manipur,Potato,2022-02-01,2,Winter,19.11,16.76,21.47,0.0,20.01,,19.56,249.6,20.86,6.93,38.5,93.86,13.42,UP
Manipur,Potato,2022-03-01,3,Summer,23.44,21.0,25.89,0.0,19.11,,20.85333333333333,256.3,28.95,13.62,41.6,86.26,14.53,UP
Manipur,Potato,2022-04-01,4,Summer,25.69,23.67,27.71,0.0,23.44,,22.746666666666663,234.1,29.77,17.7,24.9,96.5,-1.95,UP
Manipur,Potato,2022-09-01,9,Monsoon,27.83,25.66,30.0,0.0,25.69,20.01,25.65333333333333,235.5,29.6,21.04,104.2,97.93,-12.7,UP
Manipur,Potato,2022-10-01,10,Post-Monsoon,29.47,27.28,31.65,0.0,27.83,19.11,27.66333333333333,216.6,27.86,18.21,94.8,97.32,5.95,DOWN
Manipur,Potato,2022-11-01,11,Post-Monsoon,26.4,24.1,28.7,0.0,29.47,23.44,27.9,269.5,26.01,12.58,8.7,92.77,-23.48,DOWN
Manipur,Potato,2022-12-01,12,Winter,22.36,19.44,25.27,0.0,26.4,25.69,26.076666666666668,268.8,23.28,10.16,25.6,93.74,2.27,STABLE
Manipur,Potato,2023-01-01,1,Winter,22.08,19.17,25.0,0.0,22.36,27.83,23.613333333333333,229.1,22.74,7.03,0.0,92.52,-7.12,DOWN
Manipur,Potato,2023-02-01,2,Winter,17.18,14.22,20.13,0.0,22.08,29.47,20.54,242.7,25.93,10.67,1.4,89.39,-23.68,DOWN
Manipur,Potato,2023-03-01,3,Summer,13.89,10.95,16.83,0.0,17.18,26.4,17.716666666666665,233.7,27.95,13.19,20.7,86.9,-6.38,UP
Manipur,Potato,2023-04-01,4,Summer,14.83,11.83,17.84,0.0,13.89,22.36,15.3,235.1,31.5,16.72,25.2,84.63,-1.65,UP
Manipur,Potato,2023-05-01,5,Summer,17.11,14.18,20.04,0.0,14.83,22.08,15.276666666666666,26.0,31.35,19.1,68.8,90.29,-101.3,UP
Manipur,Potato,2023-07-01,7,Monsoon,28.34,24.72,31.96,0.0,17.11,17.18,20.093333333333334,81.8,29.95,22.4,182.6,97.55,-114.02,STABLE
Manipur,Potato,2023-08-01,8,Monsoon,27.04,23.42,30.66,0.0,28.34,13.89,24.16333333333333,191.2,28.96,22.17,214.6,98.16,29.17,STABLE
Manipur,Potato,2023-09-01,9,Monsoon,28.06,24.31,31.81,0.0,27.04,14.83,27.813333333333333,128.9,29.66,21.4,117.1,97.8,0.2,DOWN
Manipur,Potato,2023-10-01,10,Post-Monsoon,25.22,21.56,28.88,0.0,28.06,17.11,26.77333333333333,221.0,27.39,18.0,60.2,97.45,-28.65,UP
Manipur,Potato,2023-11-01,11,Post-Monsoon,27.03,23.31,30.76,0.0,25.22,28.34,26.77,187.0,25.04,12.77,49.6,94.13,17.43,DOWN
Manipur,Potato,2023-12-01,12,Winter,24.36,21.65,27.06,0.0,27.03,27.04,25.536666666666665,175.4,21.6,10.09,65.5,95.26,42.18,DOWN
Manipur,Potato,2024-02-01,2,Winter,19.33,16.83,21.83,0.0,24.36,28.06,23.57333333333333,229.6,22.62,8.86,49.5,93.72,24.42,STABLE
Manipur,Potato,2024-03-01,3,Summer,18.83,16.33,21.33,0.0,19.33,25.22,20.84,171.4,27.26,11.92,20.0,92.16,-7.07,UP
Manipur,Potato,2024-04-01,4,Summer,22.9,20.77,25.03,0.0,18.83,27.03,20.35333333333333,177.7,31.4,17.78,32.8,93.27,5.95,UP
Manipur,Potato,2024-05-01,5,Summer,27.91,25.71,30.17,0.0,22.9,24.36,23.21333333333333,171.0,31.24,19.94,189.6,95.1,19.5,UP
Manipur,Potato,2024-06-01,6,Monsoon,36.23,33.66,38.79,0.0,27.91,19.33,29.01333333333333,126.6,29.56,21.83,267.2,98.1,49.47,UP
Manipur,Potato,2024-07-01,7,Monsoon,38.31,35.6,41.03,0.0,36.23,18.83,34.15,141.53,29.28,22.87,440.9,97.39,144.27,UP
Manipur,Potato,2024-08-01,8,Monsoon,40.77,38.02,43.51,0.0,38.31,22.9,38.43666666666667,196.01,28.12,21.9,297.6,98.06,112.18,UP
Manipur,Potato,2024-09-01,9,Monsoon,46.22,43.8,49.27,0.0,40.77,27.91,41.76666666666667,146.69,28.99,21.74,134.9,97.7,18.0,STABLE
Manipur,Potato,2024-10-01,10,Post-Monsoon,45.79,43.31,48.9,0.0,46.22,36.23,44.26,189.28,26.68,18.9,131.1,98.06,42.25,UP
Manipur,Potato,2024-11-01,11,Post-Monsoon,51.04,47.96,54.12,0.0,45.79,38.31,47.68333333333333,78.46,24.99,13.78,37.5,95.33,5.33,DOWN
Manipur,Potato,2024-12-01,12,Winter,40.7,37.33,43.26,0.0,51.04,40.77,45.84333333333333,200.9,22.67,10.06,2.2,95.35,-21.12,DOWN
Manipur,Potato,2025-01-01,1,Winter,31.86,29.13,34.4,,40.7,46.22,41.2,238.5,22.92,8.92,4.5,92.94,-2.62,DOWN
Manipur,Potato,2025-02-01,2,Winter,22.53,20.03,25.03,,31.86,45.79,31.69666666666667,235.06,25.17,10.6,10.9,91.75,-14.18,STABLE
Manipur,Potato,2025-03-01,3,Summer,22.47,19.97,24.97,,22.53,51.04,25.62,229.15,27.94,13.97,26.0,90.9,-1.07,DOWN
Manipur,Potato,2025-04-01,4,Summer,18.12,15.62,20.62,,22.47,40.7,21.040000000000003,220.75,30.56,18.36,24.5,92.6,-2.35,STABLE
Manipur,Potato,2025-05-01,5,Summer,18.8,16.3,21.3,,18.12,31.86,19.796666666666667,213.29,29.89,20.1,235.7,98.42,65.6,UP
Manipur,Potato,2025-06-01,6,Monsoon,26.63,24.13,29.13,,18.8,22.53,21.183333333333334,103.66,29.72,21.66,257.4,97.77,39.67,STABLE
Manipur,Potato,2025-07-01,7,Monsoon,27.51,25.01,30.01,,26.63,22.47,24.313333333333333,249.06,29.09,22.19,347.8,99.03,51.18,STABLE
Manipur,Potato,2025-08-01,8,Monsoon,27.93,25.43,30.54,,27.51,18.12,27.356666666666666,240.52,28.45,21.7,151.2,99.19,-34.23,STABLE
Manipur,Potato,2025-09-01,9,Monsoon,28.2,25.7,30.7,,27.93,18.8,27.88,198.84,30.12,21.52,111.4,98.57,-5.5,STABLE
Manipur,Potato,2025-10-01,10,Post-Monsoon,27.5,25.0,30.0,,28.2,26.63,27.876666666666665,201.82,29.37,19.82,69.3,97.45,-19.55,STABLE
Manipur,Potato,2025-11-01,11,Post-Monsoon,27.51,25.01,30.01,,27.5,27.51,27.736666666666668,2701.8,25.91,14.31,32.9,95.07,0.73,UP
Meghalaya,Onion,2022-01-01,1,Winter,38.78,36.78,40.91,0.0,,,38.78,20.0,14.7,5.37,26.7,93.94,15.02,STABLE
Meghalaya,Onion,2022-02-01,2,Winter,39.06,37.04,41.1,0.0,38.78,,38.92,36.6,14.45,4.79,51.6,93.5,26.72,DOWN
Meghalaya,Onion,2022-03-01,3,Summer,35.69,34.13,37.66,0.0,39.06,,37.84333333333333,23.2,22.69,12.17,10.8,85.52,-21.05,DOWN
Meghalaya,Onion,2022-04-01,4,Summer,29.36,27.36,32.36,0.0,35.69,,34.70333333333333,5.5,22.58,15.73,67.5,96.27,1.08,STABLE
Meghalaya,Onion,2023-02-01,2,Winter,28.0,25.0,30.0,0.0,29.36,38.78,31.016666666666666,1.5,18.86,8.04,5.4,92.93,-19.48,UP
Meghalaya,Onion,2023-09-01,9,Monsoon,38.0,37.0,40.0,0.0,28.0,39.06,31.786666666666665,1.0,24.3,17.94,159.7,96.6,30.57,UP
Meghalaya,Onion,2023-10-01,10,Post-Monsoon,40.58,38.58,42.87,0.0,38.0,35.69,35.526666666666664,3.1,21.55,14.57,174.6,95.77,14.05,DOWN
Meghalaya,Onion,2023-11-01,11,Post-Monsoon,36.0,32.0,40.0,0.0,40.58,29.36,38.193333333333335,12.0,20.08,10.55,25.9,95.4,-1.25,STABLE
Meghalaya,Onion,2023-12-01,12,Winter,36.0,32.0,40.0,0.0,36.0,28.0,37.52666666666666,24.0,17.14,8.12,33.7,96.16,20.15,STABLE
Meghalaya,Onion,2024-01-01,1,Winter,36.0,32.0,40.0,0.0,36.0,38.0,36.0,8.0,15.09,4.93,14.0,96.58,2.32,STABLE
Meghalaya,Onion,2024-02-01,2,Winter,36.0,32.0,40.0,0.0,36.0,40.58,36.0,8.0,17.41,6.9,33.1,91.34,8.23,STABLE
Meghalaya,Onion,2024-03-01,3,Summer,34.87,30.45,39.28,0.0,36.0,36.0,35.623333333333335,26.5,20.87,10.58,46.9,86.87,15.05,STABLE
Meghalaya,Onion,2024-04-01,4,Summer,35.0,30.9,39.1,0.0,34.87,36.0,35.29,33.5,25.71,16.55,30.7,86.47,-35.72,STABLE
Meghalaya,Onion,2024-05-01,5,Summer,34.69,30.76,38.62,0.0,35.0,36.0,34.85333333333333,13.34,24.56,16.77,274.6,94.13,31.93,UP
Meghalaya,Onion,2024-06-01,6,Monsoon,43.12,39.17,48.75,0.0,34.69,36.0,37.60333333333333,0.36,24.53,18.99,324.1,96.4,49.12,STABLE
Meghalaya,Onion,2024-07-01,7,Monsoon,42.37,38.3,46.79,0.0,43.12,34.87,40.06,1.68,25.04,19.61,320.5,96.74,82.65,UP
Meghalaya,Onion,2024-08-01,8,Monsoon,45.0,42.5,47.5,0.0,42.37,35.0,43.49666666666667,0.3,23.72,18.64,293.9,97.45,91.8,UP
Meghalaya,Onion,2024-11-01,11,Post-Monsoon,76.14,71.14,81.14,0.0,45.0,34.69,54.50333333333333,3.5,20.21,10.84,12.5,95.33,-14.65,STABLE
Meghalaya,Onion,2024-12-01,12,Winter,72.73,67.73,77.73,0.0,76.14,43.12,64.62333333333333,4.4,18.64,7.6,3.6,93.03,-9.95,DOWN
Meghalaya,Onion,2025-01-01,1,Winter,49.74,41.38,58.1,,72.73,42.37,66.20333333333333,5.8,18.27,7.74,4.4,94.61,-7.28,DOWN
Meghalaya,Onion,2025-04-01,4,Summer,40.0,30.0,50.0,,49.74,45.0,54.156666666666666,5.6,23.84,15.25,115.1,91.47,48.68,DOWN
Meghalaya,Onion,2025-08-01,8,Monsoon,37.02,32.98,39.91,,40.0,76.14,42.25333333333334,5.7,24.4,18.63,211.1,97.26,9.0,STABLE
Meghalaya,Potato,2022-01-01,1,Winter,16.02,14.8,17.31,0.0,,,16.02,46.5,14.7,5.37,26.7,93.94,15.02,STABLE
Meghalaya,Potato,2022-02-01,2,Winter,16.33,15.1,17.81,0.0,16.02,,16.174999999999997,60.9,14.45,4.79,51.6,93.5,26.72,UP
Meghalaya,Potato,2022-03-01,3,Summer,17.77,16.82,19.18,0.0,16.33,,16.706666666666667,43.8,22.69,12.17,10.8,85.52,-21.05,UP
Meghalaya,Potato,2022-04-01,4,Summer,18.86,17.44,20.45,0.0,17.77,,17.653333333333332,42.5,22.58,15.73,67.5,96.27,1.08,STABLE
Meghalaya,Potato,2022-05-01,5,Summer,18.95,17.34,20.15,0.0,18.86,16.02,18.526666666666667,62.9,22.65,16.19,188.5,95.87,-54.18,STABLE
Meghalaya,Potato,2022-06-01,6,Monsoon,19.1,17.31,20.47,0.0,18.95,16.33,18.97,94.0,23.08,18.46,356.0,97.07,81.02,STABLE
Meghalaya,Potato,2022-07-01,7,Monsoon,19.91,16.21,21.94,0.0,19.1,17.77,19.32,123.7,24.27,18.32,175.6,97.1,-62.25,UP
Meghalaya,Potato,2022-08-01,8,Monsoon,22.67,18.46,24.53,0.0,19.91,18.86,20.56,132.1,24.35,18.05,85.6,97.16,-116.5,UP
Meghalaya,Potato,2022-09-01,9,Monsoon,24.0,19.91,26.43,0.0,22.67,18.95,22.19333333333333,134.5,23.27,17.74,111.1,97.97,-18.02,UP
Meghalaya,Potato,2022-10-01,10,Post-Monsoon,41.69,35.39,46.39,0.0,24.0,19.1,29.453333333333333,101.8,21.59,14.69,160.0,94.52,-0.55,DOWN
Meghalaya,Potato,2022-11-01,11,Post-Monsoon,24.28,21.1,26.62,0.0,41.69,19.91,29.99,646.0,19.81,9.34,1.8,91.83,-25.35,UP
Meghalaya,Potato,2022-12-01,12,Winter,25.56,24.18,29.69,0.0,24.28,22.67,30.51,295.0,17.27,7.08,11.9,94.81,-1.65,UP
Meghalaya,Potato,2023-01-01,1,Winter,170.78,164.36,177.01,0.0,25.56,24.0,73.54,10.8,16.84,5.52,1.6,90.74,-10.08,DOWN
Meghalaya,Potato,2023-02-01,2,Winter,16.55,15.2,18.4,0.0,170.78,41.69,70.96333333333334,69.6,18.86,8.04,5.4,92.93,-19.48,DOWN
Meghalaya,Potato,2023-03-01,3,Summer,14.41,12.41,16.17,0.0,16.55,24.28,67.24666666666667,86.4,20.52,10.74,54.9,90.81,23.05,UP
Meghalaya,Potato,2023-04-01,4,Summer,16.52,15.03,18.06,0.0,14.41,25.56,15.826666666666668,81.4,23.94,14.29,52.4,85.8,-14.02,UP
Meghalaya,Potato,2023-05-01,5,Summer,26.32,24.24,28.24,0.0,16.52,170.78,19.08333333333333,158.7,23.84,15.55,63.9,91.9,-178.78,DOWN
Meghalaya,Potato,2023-06-01,6,Monsoon,23.46,21.71,24.98,0.0,26.32,16.55,22.100000000000005,263.0,24.39,18.53,239.2,94.93,-35.78,DOWN
Meghalaya,Potato,2023-07-01,7,Monsoon,21.42,19.77,22.82,0.0,23.46,14.41,23.73333333333333,388.8,24.69,19.18,233.8,96.23,-4.05,UP
Meghalaya,Potato,2023-08-01,8,Monsoon,24.56,22.52,26.49,0.0,21.42,16.52,23.146666666666665,438.6,24.16,18.95,217.8,96.55,15.7,STABLE
Meghalaya,Potato,2023-09-01,9,Monsoon,25.43,23.11,27.3,0.0,24.56,26.32,23.80333333333333,467.8,24.3,17.94,159.7,96.6,30.57,DOWN
Meghalaya,Potato,2023-10-01,10,Post-Monsoon,23.78,20.69,26.69,0.0,25.43,23.46,24.59,332.1,21.55,14.57,174.6,95.77,14.05,DOWN
Meghalaya,Potato,2023-11-01,11,Post-Monsoon,19.63,14.72,23.32,0.0,23.78,21.42,22.94666666666667,531.7,20.08,10.55,25.9,95.4,-1.25,DOWN
Meghalaya,Potato,2023-12-01,12,Winter,15.78,11.49,18.8,0.0,19.63,24.56,19.73,414.6,17.14,8.12,33.7,96.16,20.15,UP
Meghalaya,Potato,2024-01-01,1,Winter,21.41,18.46,24.33,0.0,15.78,25.43,18.94,123.3,15.09,4.93,14.0,96.58,2.32,STABLE
Meghalaya,Potato,2024-02-01,2,Winter,21.74,17.86,25.74,0.0,21.41,23.78,19.64333333333333,88.1,17.41,6.9,33.1,91.34,8.23,DOWN
Meghalaya,Potato,2024-03-01,3,Summer,19.62,17.25,22.87,0.0,21.74,19.63,20.92333333333333,56.5,20.87,10.58,46.9,86.87,15.05,UP
Meghalaya,Potato,2024-04-01,4,Summer,21.56,18.22,25.23,0.0,19.62,15.78,20.973333333333333,71.9,25.71,16.55,30.7,86.47,-35.72,UP
Meghalaya,Potato,2024-05-01,5,Summer,24.82,21.67,28.3,0.0,21.56,21.41,22.0,113.3,24.56,16.77,274.6,94.13,31.93,STABLE
Meghalaya,Potato,2024-06-01,6,Monsoon,24.93,22.36,27.82,0.0,24.82,21.74,23.77,264.5,24.53,18.99,324.1,96.4,49.12,UP
Meghalaya,Potato,2024-07-01,7,Monsoon,30.76,27.55,33.84,0.0,24.93,19.62,26.836666666666662,389.2,25.04,19.61,320.5,96.74,82.65,UP
Meghalaya,Potato,2024-08-01,8,Monsoon,36.11,31.76,39.55,0.0,30.76,21.56,30.600000000000005,134.7,23.72,18.64,293.9,97.45,91.8,DOWN
